"","Chemo_p_val","Chemo_avg_log2FC","Chemo_pct.1","Chemo_pct.2","Chemo_p_val_adj"
"RAB21",1.66494826909739e-58,0.595517527839713,0.787,0.332,6.09387715972335e-54
"ADAM23",2.19633329292748e-58,0.409958392414118,0.733,0.256,8.03879948544386e-54
"GABARAPL1",2.26812308250703e-58,0.358411203473173,0.672,0.249,8.30155729428397e-54
"SMG1",2.86556896154052e-58,0.898473218874585,0.897,0.527,1.04882689561345e-53
"LPP",3.20200244201814e-58,1.02424772861345,0.92,0.729,1.17196491380306e-53
"UBE2G1",4.16042434210309e-58,0.608573372132118,0.784,0.336,1.52275691345315e-53
"AC005358.1",1.47452620716805e-57,0.285416875131099,0.399,0.109,5.39691337085577e-53
"USP46",2.09358996885082e-57,0.326496364392512,0.58,0.195,7.6627486449909e-53
"AC104211.1",2.59342395484697e-57,0.366830049644913,0.385,0.105,9.49219101713539e-53
"ZSCAN30",4.96339517913286e-57,0.273257174226513,0.572,0.186,1.81665226951442e-52
"NDUFAF5",5.29782219561855e-57,0.258194140374795,0.563,0.185,1.93905590181835e-52
"NCEH1",6.35435721399032e-57,0.393725817143147,0.695,0.246,2.3257582838926e-52
"HSPB1",9.38859010384344e-57,0.666696101854494,0.902,0.438,3.43631786390774e-52
"MGST3",1.01239040390548e-56,0.600908221055734,0.859,0.395,3.70545011733444e-52
"HAND2-AS1",1.0175166430279e-56,0.436980009358567,0.747,0.259,3.72421266514642e-52
"DENND5B",1.43793094442137e-56,0.618258381515664,0.802,0.35,5.26297104967665e-52
"RGS6",1.48740235707685e-56,0.518045002701467,0.822,0.326,5.44404136713699e-52
"HRC",2.39670433176033e-56,0.327288459536643,0.448,0.131,8.77217752467598e-52
"MARK1",2.9644683234647e-56,0.337993341794835,0.684,0.263,1.08502505107132e-51
"KLHL7",3.13840031088804e-56,0.652248354350675,0.767,0.301,1.14868589778813e-51
"PHF20L1",3.24894404028875e-56,0.635245503634152,0.828,0.399,1.18914600818608e-51
"CDC14B",3.40017116369337e-56,0.399396961725505,0.635,0.233,1.24449664762341e-51
"CDKL5",1.01081498188578e-55,0.392011808766217,0.618,0.215,3.69968391520016e-51
"TXNRD1",1.12776140956083e-55,0.604196505385981,0.724,0.293,4.12771953513358e-51
"AC093730.1",1.26844824896538e-55,0.314355967625002,0.305,0.07,4.64264743603817e-51
"CLIP1",1.28926693071375e-55,0.750059408285236,0.739,0.334,4.71884589310539e-51
"ZNF536",1.30339468929937e-55,0.507414884910828,0.405,0.116,4.77055490230461e-51
"ACADM",1.32935911135114e-55,0.33315836897199,0.73,0.274,4.86558728345632e-51
"SLC4A4",2.97589431506882e-55,0.447060671433999,0.624,0.213,1.08920707825834e-50
"CMC2",8.80701046250602e-55,0.300595965338828,0.632,0.231,3.22345389938183e-50
"MITF",9.97798312647303e-55,0.703173052149435,0.839,0.345,3.65204160412039e-50
"LCLAT1",1.79656016682974e-54,0.72323357789096,0.81,0.334,6.57558986661352e-50
"CLIC5",2.01027843628412e-54,0.373665668329009,0.842,0.392,7.35782010464352e-50
"BCL2L13",4.14120440324076e-54,0.426553940093293,0.698,0.272,1.51572222363015e-49
"COX7A1",4.27775001142957e-54,0.448394477712035,0.833,0.343,1.56569928168334e-49
"ACADVL",4.33408950585653e-54,0.274802530924818,0.684,0.251,1.58632010003855e-49
"CERS6",4.56454105293675e-54,0.78539727663114,0.879,0.389,1.67066767078538e-49
"FAM49B",1.05672830136783e-53,0.384521000682047,0.744,0.319,3.86773125583639e-49
"COMT",1.40857121021244e-53,0.290513230723031,0.589,0.204,5.15551148649855e-49
"AC040174.1",1.62271016136692e-53,0.462083496795589,0.569,0.192,5.93928146161908e-49
"DYNC1I1",3.28019983202485e-53,0.473667175660941,0.701,0.261,1.20058594051942e-48
"TMCO3",3.51816994354202e-53,0.361653240348917,0.658,0.24,1.28768538103582e-48
"ADGRA3",3.52311445012258e-53,0.304489206830767,0.684,0.237,1.28949511988937e-48
"EPB41",3.55576786180561e-53,0.30069719328782,0.681,0.25,1.30144659509947e-48
"FRY",4.89445290019729e-53,0.870126625511958,0.908,0.479,1.79141870600121e-48
"AC106793.1",6.76182964762486e-53,0.378414635463863,0.451,0.139,2.47489726932717e-48
"ZNF586",1.04446388648101e-52,0.412966024542742,0.713,0.288,3.82284227090913e-48
"DNAJB4",1.35966983685064e-52,0.254773423580373,0.483,0.153,4.97652756985701e-48
"LINC00571",1.53865909128499e-52,0.341777682317734,0.549,0.189,5.6316461400122e-48
"ABCC5",1.64804301175767e-52,0.408281914308301,0.759,0.288,6.03200222733426e-48
"EPM2A",2.26903397860172e-52,0.327549589081952,0.575,0.202,8.30489126508016e-48
"CHPT1",2.57549209376463e-52,0.597430637368547,0.79,0.323,9.42655861238791e-48
"CUX1",2.84275328343594e-52,0.879290325437921,0.853,0.547,1.04047612927039e-47
"ALS2",3.52591273513129e-52,0.363788335565699,0.69,0.269,1.2905193201854e-47
"CAV3",4.37617218511583e-52,0.263120381109496,0.348,0.091,1.60172278147425e-47
"TENT5A",4.66620563404105e-52,0.499366082183276,0.776,0.311,1.70787792411536e-47
"RHEB",4.79516117914231e-52,0.354124871454399,0.773,0.322,1.75507694317788e-47
"TENM3",5.37006070605976e-52,0.578012942072683,0.44,0.137,1.96549591902493e-47
"ABTB2",6.0743366186293e-52,0.288458373025523,0.532,0.18,2.22326794578451e-47
"RASGRP3",6.77040886128783e-52,0.253890014876933,0.716,0.278,2.47803734731996e-47
"MROH1",6.77850107676501e-52,0.257018054741226,0.546,0.184,2.48099917910676e-47
"RARB",7.60873768364847e-52,0.416206524514105,0.67,0.244,2.78487407959218e-47
"FAM13B",1.35589295136156e-51,0.660749392590745,0.799,0.389,4.96270379127846e-47
"KIAA1958",1.71241619090314e-51,0.295915843390435,0.569,0.199,6.2676145003246e-47
"THSD4-AS1",1.83250372767853e-51,0.263680354001363,0.284,0.068,6.70714689367618e-47
"MYLK3",1.85646541669046e-51,0.327826197282757,0.713,0.244,6.79484907162877e-47
"ABHD18",1.99922021834012e-51,0.502966590365621,0.713,0.29,7.31734592114667e-47
"DPH6-DT",2.17577742562543e-51,0.549373453208554,0.626,0.229,7.96356295553163e-47
"GCNT2",2.2482746362629e-51,0.333987168965675,0.641,0.226,8.22890999618584e-47
"LIN9",2.6944950510277e-51,0.409861689580611,0.506,0.171,9.86212133626649e-47
"ADHFE1",2.84383004254881e-51,0.313212545638401,0.595,0.205,1.04087023387329e-46
"LYPLAL1",3.2438443741407e-51,0.60375985203941,0.779,0.335,1.18727947937924e-46
"TOM1L2",6.31039401566728e-51,0.566779511539623,0.793,0.328,2.30966731367438e-46
"LINC01278",6.44102905135134e-51,0.563954854187055,0.707,0.303,2.3574810430851e-46
"FSD2",7.12448836672906e-51,0.362358974074945,0.586,0.203,2.6076339871065e-46
"PLS3",7.97018365483985e-51,0.40877715094115,0.672,0.263,2.91716691950793e-46
"RBPMS",9.97983638823576e-51,0.778402740342683,0.885,0.587,3.65271991645817e-46
"INPP5A",1.03609755286182e-50,0.440636574667525,0.678,0.268,3.79222065322953e-46
"PCNX4",1.62344671376967e-50,0.683347465171258,0.819,0.401,5.94197731706838e-46
"AL139260.1",1.82287895469338e-50,0.254073142448767,0.546,0.188,6.67191926207323e-46
"MACROD2",1.89754375640849e-50,0.456593526181582,0.641,0.231,6.9451999028307e-46
"USP47",2.24236135001366e-50,0.700678988855385,0.876,0.541,8.207266777185e-46
"OSBPL6",2.46980888474881e-50,0.287053123665115,0.503,0.171,9.03974749906913e-46
"SLC9C1",2.81890576865499e-50,-0.483861771339027,0.52,0.16,1.03174770038541e-45
"SUCLG1",3.32144898743235e-50,0.346246618208115,0.681,0.268,1.21568354389011e-45
"KIF1B",3.78363063179777e-50,0.785054050257072,0.845,0.464,1.3848466475443e-45
"SLC2A12",6.9004037452343e-50,0.332715964352072,0.463,0.15,2.52561677479321e-45
"SPARCL1",1.04371054411772e-49,-3.26050702924002,0.172,0.53,3.82008496252527e-45
"ADNP2",1.13985514620201e-49,0.280324614468212,0.537,0.183,4.17198382061398e-45
"AC022034.3",1.29342133571097e-49,0.332988549440385,0.575,0.2,4.73405143083573e-45
"LINC01128",1.63214210329562e-49,0.25787149982168,0.618,0.224,5.97380331227229e-45
"PDE1C",2.33606106139728e-49,0.619785920524436,0.879,0.398,8.5502170908202e-45
"NFX1",2.52563671367118e-49,0.289370779876963,0.704,0.285,9.24408293570789e-45
"HADHA",3.3932210192512e-49,0.424243750348072,0.764,0.316,1.24195282525613e-44
"UQCRH",3.50724411085124e-49,0.384134109967795,0.839,0.351,1.28368641701266e-44
"WIPI1",3.62876765048827e-49,0.322780271079565,0.649,0.248,1.32816524775521e-44
"THRB",4.27008947878511e-49,0.524555386251637,0.802,0.347,1.56289545013014e-44
"KCNN2",4.82989053642767e-49,0.536090457609614,0.54,0.195,1.76778823523789e-44
"BMERB1",5.39623282211498e-49,0.253693323466534,0.555,0.199,1.97507517522231e-44
"ATP2A2",1.15601124547627e-48,0.69931065090781,0.862,0.427,4.23111675956769e-44
"UBAC2",1.39081451686993e-48,0.669024218013083,0.813,0.419,5.09052021319562e-44
"PDGFC",1.70942285839413e-48,-0.32579549423265,0.681,0.268,6.25665860400837e-44
"GPI",1.92052334633316e-48,0.383711214913666,0.75,0.302,7.02930749991399e-44
"TACC1",1.99386337136918e-48,-3.12321099747933,0.325,0.602,7.29773932554835e-44
"SRGAP3",2.21375031070732e-48,0.280541324871898,0.514,0.177,8.10254751221985e-44
"FRMD5",2.28910738686148e-48,0.358977814314052,0.385,0.114,8.37836194665172e-44
"PLXDC2",2.31023444773569e-48,-3.1355292891741,0.178,0.528,8.45568910215739e-44
"LINC00923",2.51090173938698e-48,0.539293460764633,0.486,0.163,9.19015145633027e-44
"SIK2",4.14154591541318e-48,0.575078368851195,0.802,0.388,1.51584722050038e-43
"NR6A1",5.04140697459301e-48,0.321681826638644,0.641,0.244,1.84520536677079e-43
"QKI",7.49498410259107e-48,0.877588474248278,0.917,0.731,2.74323913138936e-43
"ARIH2",8.89147863075817e-48,0.592753829799388,0.807,0.366,3.2543700936438e-43
"RNF10",9.87900862308212e-48,0.263100471680221,0.695,0.275,3.61581594613429e-43
"KCNQ1",1.40039072145663e-47,0.315789021057507,0.67,0.261,5.1255700796034e-43
"NPTN",2.04652650714876e-47,0.480811978881247,0.776,0.357,7.49049166881518e-43
"ABCB4",2.95090786669507e-47,0.303946085310069,0.348,0.099,1.08006178828906e-42
"SYNPO2",4.16498417232359e-47,0.836999804724964,0.816,0.422,1.52442585691216e-42
"CEBPD",4.68654513400732e-47,-2.35286526535623,0.164,0.511,1.71532238449802e-42
"TSIX",6.2900247747279e-47,0.33887417326635,0.609,0.218,2.30221196779816e-42
"SDHA",6.40962225870396e-47,0.429181555223161,0.756,0.324,2.34598584290824e-42
"CRADD",7.24868859601845e-47,0.654353750491839,0.845,0.378,2.65309251302871e-42
"USP53",7.53279607566582e-47,0.562635825585139,0.822,0.38,2.75707869165445e-42
"ATAD1",9.09062800223458e-47,0.380115961448389,0.713,0.292,3.32726075509788e-42
"SPOP",1.00172531541694e-46,0.4835853869453,0.721,0.319,3.66641482695754e-42
"YWHAG",1.2906364138132e-46,0.319299723502198,0.716,0.288,4.72385833819769e-42
"ANKRD26",1.69207285100778e-46,0.284317381626721,0.675,0.261,6.19315584197359e-42
"JAZF1",2.11574417334941e-46,0.679520483877845,0.825,0.42,7.74383524887619e-42
"HSDL2",2.33034751835289e-46,0.375076820526719,0.741,0.3,8.5293049519234e-42
"CYSTM1",2.37630256207864e-46,0.250538226278739,0.701,0.285,8.69750500746402e-42
"CBR4",2.67397145224895e-46,0.509984564572247,0.764,0.341,9.78700291237637e-42
"MAP4K3",2.80906761262379e-46,0.78657280539899,0.865,0.54,1.02814683689643e-41
"PFKFB2",4.00754470953607e-46,0.317674980907841,0.44,0.146,1.4668014391373e-41
"ADAM32",6.2397193588014e-46,0.263398148178164,0.336,0.095,2.2837996825149e-41
"NEB",6.90546729465767e-46,0.336080641814795,0.221,0.047,2.52747008451765e-41
"PIP5K1A",8.05399533337812e-46,0.296056868870572,0.713,0.3,2.94784283196973e-41
"MPRIP",9.76434619406392e-46,0.59980134312648,0.802,0.398,3.57384835048934e-41
"ZFPM2-AS1",1.03318502900124e-45,0.311520369574586,0.701,0.296,3.78156052464744e-41
"EFCAB2",1.15764727533925e-45,0.379476434014218,0.744,0.313,4.23710479246919e-41
"REEP1",1.22494272616208e-45,0.294288680596584,0.572,0.205,4.48341287202583e-41
"AC008957.2",2.18098478753074e-45,0.294617500726117,0.394,0.123,7.98262242084127e-41
"IGF2BP2",2.48870506502131e-45,0.292520900151353,0.557,0.201,9.1089094084845e-41
"MAOB",2.66545128533608e-45,0.363099153051257,0.5,0.176,9.7558182494586e-41
"HIPK2",3.0805866741612e-45,0.62863373553305,0.859,0.562,1.12752552860974e-40
"CHCHD3",3.33734585960008e-45,0.685485220888923,0.845,0.443,1.22150195807222e-40
"SUCLG2-AS1",3.98867476162129e-45,0.305294179621596,0.503,0.177,1.45989484950101e-40
"SLC16A7",4.42770322327003e-45,0.470512815566655,0.848,0.355,1.62058365674906e-40
"AC002460.2",5.12342240829768e-45,0.326926341742139,0.56,0.205,1.87522383566103e-40
"EPM2AIP1",5.19822147038679e-45,0.330248718535295,0.652,0.257,1.90260104037627e-40
"STRBP",5.20314093660316e-45,0.253251254755988,0.621,0.232,1.90440161420612e-40
"AKT3",1.24160327202734e-44,-2.42382764433355,0.149,0.489,4.54439213594725e-40
"LRMDA",1.61738322721871e-44,-2.48233041330626,0.411,0.624,5.91978434994318e-40
"COL4A5",3.51072554040975e-44,0.284626584339838,0.638,0.236,1.28496065504537e-39
"RHOQ",6.40137159647127e-44,0.371300349187097,0.79,0.359,2.34296601802445e-39
"AF165147.1",6.68319343789785e-44,0.291847139482683,0.489,0.173,2.44611563020499e-39
"DOCK5",7.05194671327205e-44,0.436834176390468,0.756,0.333,2.5810830165247e-39
"TPM3",7.79991892004961e-44,0.485395451853911,0.578,0.224,2.85484832392736e-39
"CDH13",9.01639632499391e-44,0.725084151495236,0.853,0.42,3.30009121891102e-39
"AC015813.1",9.65479891516078e-44,0.263952364237349,0.394,0.123,3.533752950938e-39
"ZNF680",9.67832111184672e-44,0.369663420188969,0.713,0.289,3.54236231014702e-39
"CLIC4",1.40696653900688e-43,0.480876262942516,0.773,0.37,5.14963822941907e-39
"EPB41L5",2.27423704433291e-43,0.346402183966735,0.672,0.28,8.32393500596287e-39
"AL009177.1",2.30721512194125e-43,0.301757182398773,0.491,0.174,8.44463806781717e-39
"CHCHD10",2.53031301184813e-43,0.334846190339441,0.828,0.34,9.26119865466534e-39
"ATP11A",2.53434535995243e-43,0.633288533728847,0.799,0.411,9.27595745196187e-39
"FAM110B",3.56274948730771e-43,0.306575289579121,0.733,0.322,1.3040019398495e-38
"MCAM",6.67528948249326e-43,-0.255452382533577,0.374,0.106,2.44322270348736e-38
"ADCY5",8.4866799103561e-43,0.273504281850645,0.655,0.251,3.10620971398944e-38
"SFXN4",1.05140306483538e-42,0.271123210656284,0.572,0.21,3.84824035760397e-38
"NRG2",1.17652386067161e-42,0.252441818980517,0.491,0.169,4.30619498244416e-38
"ARHGEF9",1.98606483707836e-42,0.302101530837673,0.566,0.216,7.26919591019051e-38
"AFG3L2",2.2773901512469e-42,0.312339875259115,0.733,0.294,8.33547569257878e-38
"HECW2",2.53213849200638e-42,0.34881632637651,0.767,0.332,9.26788009459255e-38
"HADHB",6.59088282926013e-42,0.50815386837824,0.822,0.361,2.4123290243375e-37
"CHRM2",6.66353214349884e-42,-0.270666082184701,0.716,0.244,2.43891939984201e-37
"PPP1R12B",7.15900944553731e-42,0.473719293628163,0.879,0.429,2.62026904716111e-37
"POLR2J3",9.06283666881685e-42,0.281619734195172,0.77,0.346,3.31708884915365e-37
"CRLS1",1.07426901444767e-41,0.257001253569433,0.638,0.253,3.9319320197799e-37
"STRN3",1.07671778415513e-41,0.59494771837245,0.816,0.456,3.94089476178621e-37
"MAPKAPK2",2.25341108846869e-41,0.255922393865867,0.721,0.299,8.24770992490427e-37
"ETFA",2.31955616485989e-41,0.352993006385139,0.733,0.325,8.48980751900368e-37
"GRIK2",6.00298842787223e-41,0.369106690527663,0.371,0.12,2.19715379448552e-36
"CSDE1",6.17908904453006e-41,0.404880420104713,0.799,0.378,2.26160838118845e-36
"AAK1",2.25307761299729e-40,0.75939984288259,0.879,0.553,8.24648937133139e-36
"ASAH1",2.38239757599692e-40,0.344373741283367,0.805,0.351,8.71981336790633e-36
"MTX2",3.07511807946596e-40,0.265088179609276,0.71,0.289,1.12552396826534e-35
"CACNA2D3",3.17353153329593e-40,0.32013225341445,0.655,0.264,1.16154427650164e-35
"IBTK",3.29148758418103e-40,0.365852304117025,0.739,0.332,1.2047173706861e-35
"TMEM117",1.98800906329603e-39,0.483466645667087,0.779,0.351,7.27631197256981e-35
"AIG1",2.14881490950622e-39,0.296537451029695,0.773,0.311,7.86487745028371e-35
"SPIRE1",2.48202815551472e-39,0.333427441402165,0.75,0.344,9.08447125199941e-35
"IFITM3",3.40061014194529e-39,-2.3489993691584,0.141,0.458,1.24465731805339e-34
"SPOCK1",4.18739122614321e-39,0.291166905599251,0.336,0.102,1.53262706268068e-34
"DSTN",4.73317455421666e-39,0.403221392969861,0.822,0.392,1.73238921858884e-34
"ACACB",7.28775358734477e-39,0.355442572052283,0.819,0.351,2.66739069050406e-34
"PLEKHA5",8.99702138548102e-39,0.657724005370585,0.874,0.453,3.29299979729991e-34
"KCNMB2",1.4031910285014e-38,0.574995564845164,0.592,0.24,5.13581948341798e-34
"NBEA",1.5717813175317e-38,0.658918116848639,0.839,0.452,5.75287680029777e-34
"EBF1",1.78961377232652e-38,-2.78958754914657,0.08,0.409,6.55016536809228e-34
"FNIP2",2.31320427887404e-38,0.685459213754532,0.799,0.42,8.46655898110686e-34
"PARVA",2.5563093226362e-38,0.404942727866018,0.77,0.355,9.35634775178075e-34
"ARHGAP24",2.63680478554496e-38,0.714184678407377,0.807,0.483,9.65096919557311e-34
"ACYP2",2.69335448049154e-38,0.605530619561509,0.825,0.43,9.8579467340471e-34
"ELMO1",2.94278654785417e-38,-2.63960972186565,0.101,0.426,1.0770893043801e-33
"PRKN",3.24556160102811e-38,0.745844846212513,0.885,0.532,1.1879080015923e-33
"MT-CO1",6.55525132934231e-38,-1.19597768514387,0.957,0.903,2.39928753905258e-33
"ZFPM2",8.25222331679583e-38,0.763080123188721,0.842,0.5,3.02039625618044e-33
"MYL7",1.85527442245108e-37,0.266131592448605,0.399,0.137,6.79048991361321e-33
"PARD3",2.6575269804112e-37,0.37868588198993,0.865,0.485,9.72681450100304e-33
"MAP2K5",4.03557594187352e-37,0.478843258461582,0.739,0.36,1.47706115048513e-32
"LDHB",4.15678215636245e-37,0.307429299851764,0.784,0.338,1.52142383705022e-32
"STK39",4.20397173140086e-37,0.276692571173923,0.73,0.332,1.53869569341003e-32
"OGT",1.12002949846749e-36,0.399661302722217,0.793,0.4,4.09941996734087e-32
"FNIP1",1.20107612261673e-36,0.587637203036427,0.853,0.484,4.39605871638948e-32
"AC138123.1",1.20220458375966e-36,0.258613154242556,0.365,0.122,4.40018899701873e-32
"RAB28",3.43918543449985e-36,0.447699964070682,0.753,0.364,1.25877626088129e-31
"CCSER2",3.85284742627045e-36,0.4636450757844,0.819,0.451,1.41018068648925e-31
"TRPC1",4.06617536149701e-36,0.337533747359477,0.764,0.36,1.48826084406152e-31
"MT-CO3",4.36235473835622e-36,-1.26903542226753,0.931,0.861,1.59666545778576e-31
"BTRC",6.15867340524593e-36,0.467229840409948,0.81,0.401,2.25413605305406e-31
"MAGI2",6.44074294889974e-36,0.56325121121802,0.796,0.389,2.3573763267268e-31
"EPB41L2",8.22822994503086e-36,-2.35836833473107,0.144,0.44,3.01161444218074e-31
"SLAIN2",8.44600740761172e-36,0.322534220992379,0.739,0.34,3.09132317125997e-31
"KANK1",1.37682789813394e-35,0.391503540469229,0.822,0.359,5.03932778996003e-31
"KPNA4",1.54587491655391e-35,0.257171004472055,0.764,0.361,5.65805678207897e-31
"RTN3",1.74081787069506e-35,0.280892411172441,0.552,0.23,6.371567488531e-31
"PRKG1",2.71712063876323e-35,0.505585776180934,0.902,0.536,9.94493324993731e-31
"HLA-B",4.88426858562785e-35,-2.30247703067544,0.147,0.445,1.78769114502565e-30
"EEA1",8.21546477136972e-35,0.403512640363023,0.796,0.412,3.00694226096903e-30
"MT-ATP6",8.34480800449236e-35,-1.25196612960796,0.905,0.859,3.05428317772425e-30
"KIF5B",1.09789775283454e-34,0.254569521704302,0.764,0.36,4.01841556514971e-30
"SLC25A36",1.31629460214427e-34,0.365046803517567,0.856,0.371,4.81776987330824e-30
"ZNF385B",1.5195708955514e-34,0.823797450388944,0.178,0.04,5.56178143480766e-30
"FBXO34",1.84874782013356e-34,0.288622387679166,0.736,0.353,6.76660189647084e-30
"GBF1",1.86042225260342e-34,0.372745167541965,0.79,0.403,6.80933148675376e-30
"SLC38A2",2.087604344761e-34,0.390023170565467,0.845,0.461,7.64084066225973e-30
"SPPL2A",2.9170178031537e-34,0.325377540810949,0.744,0.347,1.06765768613229e-29
"PPM1L",4.73891930311521e-34,0.307683895796666,0.796,0.34,1.7344918541332e-29
"VPS8",8.90110331761376e-34,0.494512332221766,0.799,0.393,3.25789282527981e-29
"PPP1R13B",1.03792280703716e-33,0.337841572888713,0.761,0.348,3.7989012660367e-29
"FBXL20",1.17495805317941e-33,0.25175640373959,0.695,0.31,4.30046397044197e-29
"NHLRC2",1.29961378025104e-33,0.497661768444417,0.759,0.355,4.75671639709685e-29
"TRAK2",1.46318554496794e-33,0.333231597954717,0.756,0.342,5.35540541313717e-29
"KAT6B",2.53044156066779e-33,0.427037015317583,0.787,0.38,9.26166915620017e-29
"AC092353.2",2.85278714649831e-33,-0.252738536869848,0.698,0.26,1.04414862348985e-28
"KIAA0232",7.45493422914634e-33,0.496180221933197,0.807,0.429,2.72858047720985e-28
"CDC73",8.04796945591906e-33,0.346270487426159,0.759,0.372,2.94563730056094e-28
"TBC1D1",8.11034014563838e-33,0.4078213742529,0.779,0.426,2.9684655967051e-28
"MTMR3",1.36922469252172e-32,0.295752319264702,0.727,0.355,5.01149929709875e-28
"PRH1",5.93735099037807e-32,0.273033680270926,0.744,0.353,2.17312983598828e-27
"LINC01505",6.931775660091e-32,0.423554205790179,0.609,0.239,2.53709920934991e-27
"NFYC",2.04621158230131e-31,0.250165017924406,0.695,0.311,7.48933901238104e-27
"DIP2C",3.27885546647334e-31,0.63323394376517,0.802,0.47,1.20009388928391e-26
"TMSB4X",6.81366031018763e-31,-2.12032292408715,0.244,0.476,2.49386781013178e-26
"MTR",7.7515588636807e-31,0.292924437972718,0.716,0.34,2.83714805969577e-26
"IFI16",1.20754075627005e-30,-1.84575494352264,0.069,0.352,4.419719922024e-26
"NAV3",1.28036979724732e-30,0.467068425132192,0.647,0.313,4.68628149490492e-26
"RAF1",1.48503218084139e-30,0.287499039439379,0.805,0.405,5.43536628509759e-26
"NNT",1.6038212292805e-30,0.380853485509594,0.73,0.339,5.87014608128955e-26
"GOLGA4",2.93856551276677e-30,0.42448062683783,0.862,0.548,1.07554436332777e-25
"PLEKHA1",3.39521277665478e-30,0.29018937965223,0.773,0.369,1.24268182838342e-25
"SUCLG2",5.59790918673407e-30,0.271714568231067,0.787,0.392,2.04889074143654e-25
"CD36",6.58792237658031e-30,0.478838600652384,0.963,0.627,2.41124546905216e-25
"VIM",1.2093140794909e-29,-2.11232662909595,0.115,0.382,4.42621046234464e-25
"PREX2",1.33291473473806e-29,-2.19111870667009,0.08,0.356,4.87860122061477e-25
"LRRFIP1",2.46992280051547e-29,0.510550138377265,0.871,0.58,9.04016444216668e-25
"MAP2",7.92698101207299e-29,-0.302152746567343,0.443,0.164,2.90135432022884e-24
"SASH1",1.02116472425198e-28,-2.1433246544995,0.293,0.5,3.73756500723468e-24
"RAB3GAP1",1.40405275329505e-28,0.307303808003922,0.779,0.415,5.13897348233523e-24
"NR4A1",1.44540997785935e-28,-0.442893172091008,0.463,0.172,5.290345059963e-24
"RFTN1",5.25113307022536e-28,-2.15601886357686,0.155,0.406,1.92196721503318e-23
"CAST",5.35037000629152e-28,0.559367421764049,0.842,0.502,1.95828892600276e-23
"SSBP2",9.86441543662244e-28,0.548581076039024,0.799,0.5,3.61047469395818e-23
"FRMD4A",1.07078725891962e-27,-1.75399030058663,0.227,0.456,3.91918844637169e-23
"MB",1.35381715789756e-27,0.409949620858072,0.94,0.483,4.95510617962085e-23
"HLA-E",2.08961275172434e-27,-1.6758619673127,0.063,0.326,7.64819163258625e-23
"DCAF6",4.48254413563999e-27,0.372466872734681,0.813,0.436,1.64065597908559e-22
"RBMX",5.17837101037154e-27,0.291696789386473,0.822,0.433,1.89533557350609e-22
"LRCH3",5.62458380127689e-27,0.291656046246196,0.807,0.428,2.05865391710535e-22
"AC021134.1",6.50790944831291e-27,0.300516224218328,0.365,0.141,2.38195993717701e-22
"COMMD1",7.16353025867928e-27,0.352822289054101,0.764,0.396,2.6219237099792e-22
"EGFR",1.43742842218118e-26,-2.24447938930986,0.075,0.33,5.26113176802535e-22
"NEK7",1.50733455342759e-26,0.483142296899305,0.822,0.473,5.51699519900031e-22
"OSBPL9",2.91990807403184e-26,0.430405236115437,0.787,0.439,1.06871555417639e-21
"AUTS2",3.07906750793643e-26,-1.45050933672186,0.667,0.694,1.12696949857981e-21
"RALYL",3.15161674501947e-26,0.400098252495391,0.529,0.228,1.15352324484458e-21
"EPS8",3.55097606655764e-26,-2.43505504636673,0.08,0.335,1.29969275012076e-21
"LINC01170",4.56481421452873e-26,0.375946430352619,0.253,0.084,1.67076765065966e-21
"TMSB10",4.87619176989474e-26,-2.23995988318734,0.244,0.447,1.78473494969917e-21
"HERC4",6.26576491015712e-26,0.410642315230848,0.816,0.507,2.29333261476661e-21
"IRAK3",6.38719265699562e-26,-1.83370585344358,0.066,0.318,2.33777638438697e-21
"KTN1",1.17862701051074e-25,0.508177211221626,0.891,0.584,4.31389272117037e-21
"LINC00472",1.18439182721217e-25,0.367998546309694,0.782,0.408,4.33499252677927e-21
"PLCB1",1.23250769828567e-25,-2.70687833515179,0.141,0.382,4.51110142649537e-21
"XAF1",1.56281328527579e-25,-1.88810168568854,0.063,0.313,5.72005290543793e-21
"DPYD",1.75180974856794e-25,-1.48018391085012,0.658,0.659,6.41179886073351e-21
"PITPNC1",2.75996275379786e-25,-2.8656427640781,0.149,0.39,1.01017396751755e-20
"SOX5",3.43447490777297e-25,-1.98664100969619,0.072,0.323,1.25705216099398e-20
"NAALADL2",3.4509007384397e-25,0.417514218203587,0.793,0.437,1.26306417927632e-20
"ATP1B3",4.16268740753483e-25,-0.291511864846731,0.641,0.304,1.52358521803182e-20
"GNAQ",4.19182996800276e-25,-2.15522729602218,0.253,0.446,1.53425168658869e-20
"MEF2C",6.09965752413271e-25,-2.04746514953775,0.474,0.57,2.23253565040781e-20
"R3HDM2",1.29598932045274e-24,0.301663748880948,0.787,0.407,4.74345051178908e-20
"MED13",1.45503289685091e-24,0.33372659827661,0.796,0.457,5.32556590576402e-20
"PLSCR1",1.48693539625492e-24,-1.67338438521579,0.069,0.311,5.44233224383264e-20
"CADPS2",3.46553137495892e-24,-2.22285272364137,0.21,0.431,1.26841913854871e-19
"ARMH3",3.64268807223622e-24,0.274082012189075,0.739,0.374,1.33326026131918e-19
"LIMS2",4.56453197395962e-24,-0.266061475157559,0.58,0.26,1.67066434778896e-19
"FMN1",6.0075464632063e-24,-1.1109054020764,0.382,0.146,2.19882208099814e-19
