"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj"
"MT-ND4",1.58278821159256e-50,0.510844850853043,0.844,0.636,4.62743961541202e-46
"SPATA13",2.83894621101944e-50,0.491938135962248,0.575,0.328,8.29994314253643e-46
"MINDY2",3.64685683133992e-50,0.356115722686533,0.334,0.133,1.06619506321054e-45
"RPLP2",8.20405778120929e-50,0.468325192606551,0.617,0.358,2.39853833291435e-45
"SULF2",1.08245919608244e-49,0.382455324111293,0.433,0.204,3.16467770566661e-45
"SH3RF3",1.59341204098621e-49,-0.905553929968717,0.271,0.495,4.65849944302728e-45
"ABR",2.35480523176216e-49,0.375975057604443,0.465,0.228,6.88450857557984e-45
"KLF9",2.42530995602424e-49,0.47178201179317,0.508,0.274,7.09063618743247e-45
"FTL",2.44739522846658e-49,0.403394945649155,0.517,0.268,7.1552046899449e-45
"CACHD1",4.09391839364444e-49,0.473830767756095,0.369,0.161,1.19689798156589e-44
"SELENOP",6.64723003354008e-49,0.304938138189316,0.326,0.128,1.94338417260578e-44
"FOXN3",5.00601871347684e-48,0.697888828175126,0.838,0.742,1.46355963107209e-43
"UNC13B",5.83513671278869e-48,0.454865965964911,0.443,0.221,1.7059605693509e-43
"NDUFA12",6.02795817156377e-48,0.333411956711623,0.283,0.104,1.76233385103838e-43
"LINC02197",1.70318250694919e-47,0.481787960997482,0.1,0.011,4.97942437731664e-43
"HSD17B11",1.70513043958332e-47,0.294149078816736,0.298,0.113,4.98511935316579e-43
"RPL35A",2.80335192414005e-47,0.406270919870402,0.507,0.267,8.19587968541585e-43
"SPAAR",4.96312206668341e-47,0.464342958590127,0.464,0.246,1.45101836741556e-42
"ZC3H12C",7.1298601282726e-47,0.352416135298085,0.294,0.111,2.08448590710178e-42
"PPM1H",1.03154348004512e-46,0.37000891020774,0.254,0.088,3.0158205182599e-42
"PCAT1",2.43989836049115e-46,0.513373585536065,0.254,0.089,7.13328684673192e-42
"PNRC1",2.5283057696435e-46,0.314205541311229,0.394,0.178,7.39175474812973e-42
"NR5A2",3.57608787766262e-46,0.335378832293785,0.217,0.066,1.04550505191344e-41
"SORBS1",4.14029500752661e-46,-0.789784824471417,0.667,0.804,1.21045664840048e-41
"DPYSL2",6.3577512736756e-46,0.381178495554386,0.526,0.289,1.8587521623718e-41
"MT1E",7.27432072327675e-46,0.350949511337659,0.331,0.134,2.12672040665719e-41
"TMEM88",1.03656912507444e-45,0.425229983008485,0.54,0.312,3.03051349406765e-41
"MT-CO2",2.14531629719054e-45,0.521062347723584,0.907,0.773,6.27204672646627e-41
"RPL30",2.8204087839424e-45,0.447298398017707,0.562,0.326,8.24574712073401e-41
"RPS11",3.57439735147867e-45,0.452919555839551,0.601,0.371,1.0450108096783e-40
"STARD13",4.84661762142512e-45,-0.587596471873367,0.526,0.715,1.41695712779985e-40
"RPL39",8.14318472366963e-45,0.381679155483683,0.409,0.198,2.38074148581205e-40
"PTPRM",1.21005512330218e-44,-0.511292159945904,0.951,0.987,3.53771715848626e-40
"SLC12A6",1.30970640170087e-44,0.348520260493021,0.279,0.107,3.82905763601266e-40
"TM4SF1",1.43895508637286e-44,0.455484284705031,0.601,0.369,4.20692909051968e-40
"CAV2",1.62884387836992e-44,0.384578771606446,0.473,0.25,4.7620879628023e-40
"RASAL2",2.10148427036089e-44,0.554106346890423,0.891,0.787,6.14389941282709e-40
"PHLPP1",2.4446419387763e-44,0.458525348631064,0.41,0.203,7.1471551722064e-40
"GASK1B",4.6246166371676e-44,0.317463990092263,0.239,0.082,1.35205292004232e-39
"GIMAP1",1.31951661511141e-43,0.302396114079622,0.351,0.156,3.85773877593972e-39
"KIAA1549",1.37599489902374e-43,0.394232641700558,0.29,0.117,4.02285868678581e-39
"SRP14",1.85707392288647e-43,0.403738472749243,0.513,0.28,5.42934132095089e-39
"AC008050.1",2.0347190485241e-43,0.337523233914141,0.191,0.055,5.94870461026505e-39
"MGST2",2.06386600836102e-43,0.340890044636341,0.432,0.216,6.03391866204429e-39
"RAPGEF5",2.22271061799153e-43,-0.716821407702284,0.46,0.617,6.49831676276002e-39
"MT-CO3",2.25303983613879e-43,0.409965505532677,0.956,0.824,6.58698726493537e-39
"SH3D19",2.68028182994759e-43,0.479447477415101,0.5,0.272,7.83607195803477e-39
"MTUS1",3.02688390077171e-43,0.476969981900417,0.624,0.384,8.84939777229616e-39
"ICA1",3.40629025590145e-43,0.444821342733159,0.406,0.202,9.95863019215347e-39
"TMA7",3.66429201507283e-43,0.28307175808336,0.295,0.117,1.07129241352669e-38
"OGA",4.23289361472001e-43,0.336767750786247,0.42,0.206,1.23752877719954e-38
"GULP1",1.41889133175379e-42,0.368048091357047,0.268,0.102,4.14827069751539e-38
"MYRIP",2.66286669679879e-42,0.461246047008789,0.256,0.095,7.78515707476095e-38
"ST8SIA4",2.9351428797555e-42,0.36080959968701,0.273,0.106,8.58118372325319e-38
"INMT",3.25818959384773e-42,0.3381872817787,0.304,0.128,9.52564309657321e-38
"AC005699.1",1.57208336473327e-41,0.449953725414376,0.129,0.026,4.5961429251342e-37
"RPS17",1.82995813521903e-41,0.329315317247412,0.418,0.204,5.35006560412635e-37
"EMP1",6.54243521052386e-41,-0.639354179383848,0.281,0.476,1.91274635814875e-36
"ZNF385D",1.14789173718894e-40,0.341621103626303,0.483,0.256,3.3559762828456e-36
"DERA",1.15981930755673e-40,0.303134154698044,0.25,0.092,3.39084772757285e-36
"ATF7IP",1.62912349988695e-40,0.391643807033328,0.466,0.246,4.7629054642695e-36
"MCC",2.0973055974443e-40,0.59316101885297,0.683,0.481,6.13168264468816e-36
"ATOH8",2.79821782219917e-40,0.387187726908974,0.364,0.176,8.1808696249815e-36
"ZFP36L2",5.45949673055928e-40,0.44593901622622,0.322,0.147,1.59613846414631e-35
"COL4A2",6.81178356201554e-40,-0.880067690725102,0.402,0.549,1.99149304219086e-35
"INPP5D",7.98933734244664e-40,-0.484075402356181,0.11,0.301,2.3357626654377e-35
"MAML2",8.12701639153198e-40,0.51889984629574,0.403,0.204,2.37601451222829e-35
"MIR29B2CHG",3.20480957362877e-39,0.28887964155433,0.348,0.159,9.36958126946106e-35
"TNNT3",3.94319411251271e-39,-0.40711417155557,0.105,0.299,1.15283223073422e-34
"AC018816.1",4.78472198670746e-39,-0.472082375018823,0.1,0.294,1.39886132003379e-34
