"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
"CDH20.1",3.82747495558897e-186,-36.902272332462,0.184,0.025,1.14824248667669e-182,"Chemo-Cardiomyocyte","CDH20"
"RGS13.1",1.10616801220611e-185,-37.7032878895466,0.129,0.003,3.31850403661833e-182,"Chemo-Cardiomyocyte","RGS13"
"MYO1B.1",1.25452830578322e-185,-33.1808937433308,0.267,0.022,3.76358491734965e-182,"Chemo-Cardiomyocyte","MYO1B"
"DLEU7.1",2.06556671841716e-183,-35.9905983461727,0.226,0.004,6.19670015525148e-180,"Chemo-Cardiomyocyte","DLEU7"
"LRRC9.1",2.14322773327678e-183,-33.4396366361651,0.175,0.016,6.42968319983034e-180,"Chemo-Cardiomyocyte","LRRC9"
"ALOX12-AS1.1",2.85222313452257e-181,-38.5968424229282,0.276,0.019,8.55666940356772e-178,"Chemo-Cardiomyocyte","ALOX12-AS1"
"CCL2.1",1.47997941048324e-178,-31.3800382238259,0.236,0.016,4.43993823144971e-175,"Chemo-Cardiomyocyte","CCL2"
"SHANK2",1.29962912340644e-177,-38.2245177930005,0.193,0.009,3.89888737021931e-174,"Chemo-Cardiomyocyte","SHANK2"
"DNAH7.1",9.8724244186665e-177,-30.6507079461554,0.336,0.028,2.96172732559995e-173,"Chemo-Cardiomyocyte","DNAH7"
"ANGPT1.1",6.60883989148619e-176,-34.7967903860451,0.233,0.085,1.98265196744586e-172,"Chemo-Cardiomyocyte","ANGPT1"
"DNAH14.1",1.61965962275875e-175,-26.7771919019087,0.194,0.056,4.85897886827625e-172,"Chemo-Cardiomyocyte","DNAH14"
"MFAP5.1",4.38100083591436e-175,-21.1478830614068,0.285,0.023,1.31430025077431e-171,"Chemo-Cardiomyocyte","MFAP5"
"IGFBP6.1",6.19625225004029e-175,-4.33941306078591,0.204,0.054,1.85887567501209e-171,"Chemo-Cardiomyocyte","IGFBP6"
"GNG11.1",1.85785476674662e-172,-8.15489107439843,0.266,0.047,5.57356430023987e-169,"Chemo-Cardiomyocyte","GNG11"
"AC058791.1.1",2.42823320082393e-172,-39.9136244911366,0.259,0.198,7.28469960247178e-169,"Chemo-Cardiomyocyte","AC058791.1"
"TLL1",2.77311766477258e-172,-37.4937539284556,0.267,0.013,8.31935299431775e-169,"Chemo-Cardiomyocyte","TLL1"
"FAM83B.1",6.55386979281928e-172,-26.539187566863,0.21,0.044,1.96616093784579e-168,"Chemo-Cardiomyocyte","FAM83B"
"FBLN5.1",1.12492936105437e-170,-33.5431686193794,0.264,0.023,3.3747880831631e-167,"Chemo-Cardiomyocyte","FBLN5"
"MEGF11.1",1.28162033554412e-169,-36.2507370073773,0.192,0.01,3.84486100663235e-166,"Chemo-Cardiomyocyte","MEGF11"
"CACNA1D.1",9.90710087959205e-169,-37.023866488369,0.202,0.015,2.97213026387762e-165,"Chemo-Cardiomyocyte","CACNA1D"
"TIAM1.1",1.40970193806184e-168,-33.3681360834294,0.173,0.011,4.22910581418551e-165,"Chemo-Cardiomyocyte","TIAM1"
"NRXN1.1",7.040598056751e-168,-34.2313069808723,0.192,0.035,2.1121794170253e-164,"Chemo-Cardiomyocyte","NRXN1"
"RPS4Y1.1",1.02329448365346e-167,-22.7601084123256,0.273,0.066,3.06988345096037e-164,"Chemo-Cardiomyocyte","RPS4Y1"
"KYNU.1",2.08669468016261e-166,-15.6429334479378,0.341,0.013,6.26008404048783e-163,"Chemo-Cardiomyocyte","KYNU"
"SLCO2A1.1",1.22962149403906e-165,-33.6374267598512,0.291,0.011,3.68886448211717e-162,"Chemo-Cardiomyocyte","SLCO2A1"
"ITGA2.1",3.12129930680791e-165,-33.8786290440551,0.291,0.043,9.36389792042373e-162,"Chemo-Cardiomyocyte","ITGA2"
"PHYHIPL.1",2.2326159291795e-164,-38.6801516787291,0.209,0.006,6.69784778753849e-161,"Chemo-Cardiomyocyte","PHYHIPL"
"WDR72.1",3.87125339404548e-164,-33.9119720798633,0.255,0.01,1.16137601821364e-160,"Chemo-Cardiomyocyte","WDR72"
"PLXDC2.1",5.21129060767527e-164,-34.4183005279543,0.239,0.08,1.56338718230258e-160,"Chemo-Cardiomyocyte","PLXDC2"
"PRKG2",9.69342805299249e-164,-36.6962208921705,0.252,0.008,2.90802841589775e-160,"Chemo-Cardiomyocyte","PRKG2"
"CPNE8.1",2.95485294966894e-163,-29.6041412302233,0.255,0.064,8.86455884900681e-160,"Chemo-Cardiomyocyte","CPNE8"
"MRC1",5.24991107750638e-163,-6.24522076227766,0.267,0.025,1.57497332325191e-159,"Chemo-Cardiomyocyte","MRC1"
"SMOC1.1",1.6857437523751e-162,-33.3535747659685,0.352,0.01,5.0572312571253e-159,"Chemo-Cardiomyocyte","SMOC1"
"CLMP.1",1.46555360392002e-161,-35.4603048593679,0.156,0.009,4.39666081176007e-158,"Chemo-Cardiomyocyte","CLMP"
"FOXP4-AS1",1.9382076257323e-160,-36.6302464987281,0.126,0.003,5.81462287719691e-157,"Chemo-Cardiomyocyte","FOXP4-AS1"
"ADCY10.1",1.51183943743354e-159,-36.1057640242066,0.205,0.02,4.53551831230062e-156,"Chemo-Cardiomyocyte","ADCY10"
"TPSAB1.1",1.29343168850429e-157,-33.5183990403379,0.328,0.007,3.88029506551286e-154,"Chemo-Cardiomyocyte","TPSAB1"
"PCDH20.1",3.01753677431771e-157,-34.6835565637696,0.163,0.11,9.05261032295314e-154,"Chemo-Cardiomyocyte","PCDH20"
"EPHA6.1",6.09429705475428e-157,-36.5455236301519,0.258,0.021,1.82828911642629e-153,"Chemo-Cardiomyocyte","EPHA6"
"FAM184A",9.91848162038029e-157,-34.1302716760134,0.164,0.009,2.97554448611409e-153,"Chemo-Cardiomyocyte","FAM184A"
"PTPN22.1",3.63008493358828e-156,-36.0266694687616,0.116,0.005,1.08902548007648e-152,"Chemo-Cardiomyocyte","PTPN22"
"PTPRB.1",3.75420920075549e-156,-33.3959235650477,0.18,0.021,1.12626276022665e-152,"Chemo-Cardiomyocyte","PTPRB"
"NRXN3",1.32611577726412e-155,-36.3634514293715,0.264,0.052,3.97834733179236e-152,"Chemo-Cardiomyocyte","NRXN3"
"SCN1A",7.83372360734729e-155,-34.4827612776223,0.169,0.032,2.35011708220419e-151,"Chemo-Cardiomyocyte","SCN1A"
"PDZK1",8.01486423344263e-155,-35.1586448284544,0.169,0.012,2.40445927003279e-151,"Chemo-Cardiomyocyte","PDZK1"
"F2R.1",7.36905456678439e-154,-15.6174405015373,0.371,0.013,2.21071637003532e-150,"Chemo-Cardiomyocyte","F2R"
"SVEP1.1",9.2599002681826e-154,-33.2933129045619,0.192,0.017,2.77797008045478e-150,"Chemo-Cardiomyocyte","SVEP1"
"POLQ.1",2.26991282223958e-153,-36.076932453355,0.175,0.02,6.80973846671873e-150,"Chemo-Cardiomyocyte","POLQ"
"SLC14A2.1",3.52140271208893e-153,-35.1402790206277,0.151,0.007,1.05642081362668e-149,"Chemo-Cardiomyocyte","SLC14A2"
"SLIT1",6.02360718515845e-152,-37.8510943084604,0.115,0.004,1.80708215554754e-148,"Chemo-Cardiomyocyte","SLIT1"
"KCTD14",1.07962503606852e-151,-29.9081532007884,0.225,0.255,3.23887510820556e-148,"Chemo-Cardiomyocyte","KCTD14"
"NR4A3.1",1.38297856787487e-151,-24.1780980160849,0.176,0.097,4.1489357036246e-148,"Chemo-Cardiomyocyte","NR4A3"
"SEMA3A.1",5.03611953759094e-151,-33.1293052316603,0.252,0.074,1.51083586127728e-147,"Chemo-Cardiomyocyte","SEMA3A"
"MIR3681HG.1",1.63649384239355e-150,-34.9587269873618,0.118,0.006,4.90948152718066e-147,"Chemo-Cardiomyocyte","MIR3681HG"
"CYP1B1-AS1.1",2.3973389423459e-150,-33.4441336017361,0.149,0.009,7.1920168270377e-147,"Chemo-Cardiomyocyte","CYP1B1-AS1"
"APOD.1",3.32128270692595e-150,-18.5682191830259,0.204,0.198,9.96384812077786e-147,"Chemo-Cardiomyocyte","APOD"
"DPYSL3.1",9.39496814466186e-150,-36.2032574967955,0.285,0.018,2.81849044339856e-146,"Chemo-Cardiomyocyte","DPYSL3"
"ZFP57.1",3.30015668574968e-149,-6.12387048851117,0.272,0.083,9.90047005724903e-146,"Chemo-Cardiomyocyte","ZFP57"
"PTPRC",4.58797448043294e-149,-33.2365981699249,0.314,0.012,1.37639234412988e-145,"Chemo-Cardiomyocyte","PTPRC"
"TNNI1.1",1.34765229439919e-148,-33.7102357079573,0.214,0.03,4.04295688319756e-145,"Chemo-Cardiomyocyte","TNNI1"
"AC096570.2.1",2.87441296696118e-148,-33.5258080861987,0.213,0.129,8.62323890088355e-145,"Chemo-Cardiomyocyte","AC096570.2"
"BANCR.1",3.49881115668642e-148,-17.1748468365481,0.272,0.035,1.04964334700592e-144,"Chemo-Cardiomyocyte","BANCR"
"SLC26A8.1",3.60707727012684e-148,-33.9531894863795,0.22,0.127,1.08212318103805e-144,"Chemo-Cardiomyocyte","SLC26A8"
"GIMAP8.1",5.58193996002319e-148,-12.827512874282,0.195,0.056,1.67458198800696e-144,"Chemo-Cardiomyocyte","GIMAP8"
"DSC1.1",9.96571932925681e-147,-23.2628018555212,0.239,0.038,2.98971579877704e-143,"Chemo-Cardiomyocyte","DSC1"
"PRICKLE2.1",6.26112894837439e-146,-11.534512433579,0.281,0.073,1.87833868451232e-142,"Chemo-Cardiomyocyte","PRICKLE2"
"OSTN.1",3.05192161154575e-145,-36.8293075374674,0.167,0.009,9.15576483463724e-142,"Chemo-Cardiomyocyte","OSTN"
"MS4A6A.1",1.02416521104666e-143,-26.6228273404871,0.292,0.016,3.07249563313999e-140,"Chemo-Cardiomyocyte","MS4A6A"
"SORCS1.1",4.34812340524709e-143,-35.1291329868732,0.193,0.03,1.30443702157413e-139,"Chemo-Cardiomyocyte","SORCS1"
"IFNG-AS1.1",8.48922665074738e-143,-35.3102565410098,0.293,0.083,2.54676799522421e-139,"Chemo-Cardiomyocyte","IFNG-AS1"
"CD163.1",9.36615226246043e-142,-10.3207529427219,0.26,0.022,2.80984567873813e-138,"Chemo-Cardiomyocyte","CD163"
"NPTX2.1",7.0116081294272e-140,-39.543882081179,0.233,0.018,2.10348243882816e-136,"Chemo-Cardiomyocyte","NPTX2"
"AC018742.1.1",4.39810268170173e-139,-35.0262837454842,0.235,0.006,1.31943080451052e-135,"Chemo-Cardiomyocyte","AC018742.1"
"PDGFRB.1",1.64438990909674e-138,-32.6389770511715,0.268,0.021,4.93316972729021e-135,"Chemo-Cardiomyocyte","PDGFRB"
"AREG.1",2.45733960133051e-138,-35.7799675938295,0.214,0.052,7.37201880399153e-135,"Chemo-Cardiomyocyte","AREG"
"TGFBRAP1.1",5.22560232374939e-138,-39.0618092219305,0.212,0.042,1.56768069712482e-134,"Chemo-Cardiomyocyte","TGFBRAP1"
"GRIK1.1",1.76493405299984e-137,-16.341659200636,0.243,0.022,5.29480215899952e-134,"Chemo-Cardiomyocyte","GRIK1"
"EGFL7.1",4.53078222146076e-137,-29.1538331685686,0.209,0.019,1.35923466643823e-133,"Chemo-Cardiomyocyte","EGFL7"
"CD96.1",7.63407667121866e-137,-34.7131828283785,0.43,0.011,2.2902230013656e-133,"Chemo-Cardiomyocyte","CD96"
"ALCAM.1",3.32608281957289e-136,-33.9591276305567,0.194,0.051,9.97824845871867e-133,"Chemo-Cardiomyocyte","ALCAM"
"BRDT.1",1.32066835292946e-135,-35.842902221197,0.123,0.048,3.96200505878838e-132,"Chemo-Cardiomyocyte","BRDT"
"DCLK1.1",2.29630509434266e-135,-34.6997139589302,0.214,0.057,6.88891528302799e-132,"Chemo-Cardiomyocyte","DCLK1"
"EREG.1",4.16726557930081e-135,-35.5499866214509,0.351,0.019,1.25017967379024e-131,"Chemo-Cardiomyocyte","EREG"
"AC010884.1.1",6.58323955820452e-135,-37.2167149254667,0.198,0.017,1.97497186746136e-131,"Chemo-Cardiomyocyte","AC010884.1"
"ITPR1.1",6.88512909162825e-135,-32.6049203168307,0.387,0.219,2.06553872748847e-131,"Chemo-Cardiomyocyte","ITPR1"
"PPFIA2.1",1.01049390290971e-134,-35.4478257859066,0.21,0.022,3.03148170872913e-131,"Chemo-Cardiomyocyte","PPFIA2"
"MT1A.1",1.6373718259455e-134,-33.805045109844,0.279,0.014,4.91211547783649e-131,"Chemo-Cardiomyocyte","MT1A"
"EFEMP1.1",1.90726474037371e-134,-33.5741138931339,0.269,0.049,5.72179422112113e-131,"Chemo-Cardiomyocyte","EFEMP1"
"TAGLN.1",3.137177037907e-134,-1.7542042899153,0.224,0.078,9.41153111372101e-131,"Chemo-Cardiomyocyte","TAGLN"
"HTR3B.1",4.14537403862547e-134,-34.2637290604813,0.289,0.292,1.24361221158764e-130,"Chemo-Cardiomyocyte","HTR3B"
"HS6ST3.1",6.61016161762691e-134,-29.7132784112828,0.223,0.195,1.98304848528807e-130,"Chemo-Cardiomyocyte","HS6ST3"
"STAB1.1",7.12569202634587e-134,-33.4798565585549,0.245,0.019,2.13770760790376e-130,"Chemo-Cardiomyocyte","STAB1"
"HOPX.1",2.42547693615684e-131,-36.8355173004617,0.187,0.122,7.27643080847051e-128,"Chemo-Cardiomyocyte","HOPX"
"ARFGEF3.1",1.01654978646814e-130,-39.2505245158178,0.224,0.034,3.04964935940443e-127,"Chemo-Cardiomyocyte","ARFGEF3"
"COL24A1",4.29532841087836e-130,-34.0143494887205,0.324,0.016,1.28859852326351e-126,"Chemo-Cardiomyocyte","COL24A1"
"LINC01476.1",8.00914292810757e-130,-26.5953714624422,0.216,0.014,2.40274287843227e-126,"Chemo-Cardiomyocyte","LINC01476"
"SYT14",8.53696539792823e-130,-36.5399905806878,0.102,0.002,2.56108961937847e-126,"Chemo-Cardiomyocyte","SYT14"
"AKR1C1.1",2.86265637776017e-128,-34.1046616516204,0.222,0.039,8.58796913328051e-125,"Chemo-Cardiomyocyte","AKR1C1"
"CDKN1A.1",3.41974400012362e-128,-36.1396151345606,0.191,0.088,1.02592320003708e-124,"Chemo-Cardiomyocyte","CDKN1A"
"C4orf51.1",3.9514737199811e-128,-33.6635978434871,0.196,0.013,1.18544211599433e-124,"Chemo-Cardiomyocyte","C4orf51"
"SUSD5.1",1.0256433882499e-127,-34.5101942145288,0.109,0.007,3.0769301647497e-124,"Chemo-Cardiomyocyte","SUSD5"
"HEPHL1.1",5.49917112030651e-127,-13.1611195741655,0.3,0.012,1.64975133609195e-123,"Chemo-Cardiomyocyte","HEPHL1"
"ADM.1",7.70625561852893e-127,-14.2353541548271,0.187,0.068,2.31187668555868e-123,"Chemo-Cardiomyocyte","ADM"
"SPARCL1.1",8.13052886685119e-127,-32.8041828437065,0.196,0.24,2.43915866005536e-123,"Chemo-Cardiomyocyte","SPARCL1"
"ACOXL",1.03685450096329e-126,-37.5324020140069,0.136,0.007,3.11056350288987e-123,"Chemo-Cardiomyocyte","ACOXL"
"DDIT4.1",1.57699134618221e-126,-37.1016621465222,0.2,0.086,4.73097403854664e-123,"Chemo-Cardiomyocyte","DDIT4"
"VEPH1",2.56513357426715e-126,-34.8048015175218,0.102,0.004,7.69540072280145e-123,"Chemo-Cardiomyocyte","VEPH1"
"CCL21.1",7.67257395161705e-126,-33.0493329300155,0.228,0.024,2.30177218548511e-122,"Chemo-Cardiomyocyte","CCL21"
"MYH15",4.1308389579024e-125,-37.3394086914757,0.129,0.006,1.23925168737072e-121,"Chemo-Cardiomyocyte","MYH15"
"DNASE1L2",9.14603384921414e-125,-29.0650088511637,0.321,0.004,2.74381015476424e-121,"Chemo-Cardiomyocyte","DNASE1L2"
"CILP",9.34171330724974e-125,-33.620487116554,0.251,0.01,2.80251399217492e-121,"Chemo-Cardiomyocyte","CILP"
"TRPC6",1.14591199684945e-124,-35.9014916240569,0.166,0.01,3.43773599054835e-121,"Chemo-Cardiomyocyte","TRPC6"
"GPC3",1.16612380285564e-124,-33.2005717222303,0.114,0.008,3.49837140856693e-121,"Chemo-Cardiomyocyte","GPC3"
"HPGDS",1.48778519444973e-124,-34.600707061758,0.134,0.006,4.46335558334919e-121,"Chemo-Cardiomyocyte","HPGDS"
"PLEKHG1.1",2.41070951286075e-124,-34.8750259608102,0.181,0.037,7.23212853858225e-121,"Chemo-Cardiomyocyte","PLEKHG1"
"CFH.1",5.44004005570286e-124,-33.2815504187595,0.246,0.027,1.63201201671086e-120,"Chemo-Cardiomyocyte","CFH"
"GPSM2",6.08933772438918e-124,-36.3747819338175,0.28,0.032,1.82680131731675e-120,"Chemo-Cardiomyocyte","GPSM2"
"LINC00970",1.05612317596768e-123,-35.6079789555251,0.157,0.016,3.16836952790304e-120,"Chemo-Cardiomyocyte","LINC00970"
"LINC00342.1",2.4425089122129e-123,-9.53496382431719,0.335,0.021,7.32752673663871e-120,"Chemo-Cardiomyocyte","LINC00342"
"FAM155A.1",9.52332585469192e-123,-34.0260318089347,0.323,0.015,2.85699775640758e-119,"Chemo-Cardiomyocyte","FAM155A"
"HMGA2.1",3.48601507483651e-122,-33.5236901132603,0.336,0.011,1.04580452245095e-118,"Chemo-Cardiomyocyte","HMGA2"
"GNG2.1",7.98168436963914e-122,-33.3011071448862,0.28,0.008,2.39450531089174e-118,"Chemo-Cardiomyocyte","GNG2"
"CASC2.1",3.4984469648357e-121,-22.1957049342568,0.228,0.037,1.04953408945071e-117,"Chemo-Cardiomyocyte","CASC2"
"C3.1",1.76918959012007e-120,-21.5119730923781,0.234,0.036,5.3075687703602e-117,"Chemo-Cardiomyocyte","C3"
"AC012593.1",2.31701452039372e-120,-37.1585195612568,0.282,0.005,6.95104356118117e-117,"Chemo-Cardiomyocyte","AC012593.1"
"ST6GALNAC5.1",9.30145856909549e-120,-34.6426942674421,0.297,0.013,2.79043757072865e-116,"Chemo-Cardiomyocyte","ST6GALNAC5"
"RXFP2.1",1.57314819576333e-119,-33.9413194382893,0.182,0.085,4.71944458729e-116,"Chemo-Cardiomyocyte","RXFP2"
"CTNNA2.1",5.01512625961319e-119,-36.3174873594423,0.214,0.008,1.50453787788396e-115,"Chemo-Cardiomyocyte","CTNNA2"
"PTPN13",1.24276368118347e-118,-34.5300940531989,0.239,0.013,3.7282910435504e-115,"Chemo-Cardiomyocyte","PTPN13"
"AC019117.2.1",1.8996854373888e-118,-35.5643223660922,0.27,0.006,5.69905631216639e-115,"Chemo-Cardiomyocyte","AC019117.2"
"GULP1.1",2.43113704943775e-118,-35.5467792783695,0.209,0.02,7.29341114831325e-115,"Chemo-Cardiomyocyte","GULP1"
"SPOCK3.1",2.52142065115768e-118,-33.3946194517578,0.295,0.031,7.56426195347303e-115,"Chemo-Cardiomyocyte","SPOCK3"
"EFCAB13.1",4.6554620235624e-118,-35.487023703445,0.25,0.021,1.39663860706872e-114,"Chemo-Cardiomyocyte","EFCAB13"
"TRPM3.1",7.03522632509225e-118,-34.7440833447687,0.187,0.03,2.11056789752768e-114,"Chemo-Cardiomyocyte","TRPM3"
"LINC00511",8.26068044485226e-118,-34.8370174210332,0.1,0.008,2.47820413345568e-114,"Chemo-Cardiomyocyte","LINC00511"
"SORCS3",1.0682985605922e-117,-34.0530756865889,0.348,0.015,3.20489568177659e-114,"Chemo-Cardiomyocyte","SORCS3"
"FOS.1",5.33516476854649e-117,-37.1086257601172,0.227,0.043,1.60054943056395e-113,"Chemo-Cardiomyocyte","FOS"
"ADGRF5",4.91892030361551e-116,-35.1028842144042,0.238,0.02,1.47567609108465e-112,"Chemo-Cardiomyocyte","ADGRF5"
"GPM6A.1",1.02748982072162e-115,-36.9629034893186,0.165,0.005,3.08246946216486e-112,"Chemo-Cardiomyocyte","GPM6A"
"KDM5D",3.03069333198241e-115,-1.26814998646142,0.258,0.18,9.09207999594722e-112,"Chemo-Cardiomyocyte","KDM5D"
"PTCHD4.1",4.63676022894082e-115,-36.6356130131705,0.203,0.02,1.39102806868225e-111,"Chemo-Cardiomyocyte","PTCHD4"
"FMN2.1",6.19012372386888e-115,-35.1309214997084,0.182,0.006,1.85703711716066e-111,"Chemo-Cardiomyocyte","FMN2"
"PREX2.1",7.02252120825815e-115,-33.0202883671436,0.237,0.017,2.10675636247744e-111,"Chemo-Cardiomyocyte","PREX2"
"FBLN1.1",7.4862615430367e-115,-8.41572064403319,0.266,0.027,2.24587846291101e-111,"Chemo-Cardiomyocyte","FBLN1"
"CDH8.1",8.77582954085466e-115,-38.3196572686986,0.146,0.01,2.6327488622564e-111,"Chemo-Cardiomyocyte","CDH8"
"RASL11A.1",1.08993699704027e-114,-33.7887377229232,0.214,0.026,3.26981099112082e-111,"Chemo-Cardiomyocyte","RASL11A"
"CDH11.1",9.58838067694723e-114,-34.2907096873045,0.297,0.026,2.87651420308417e-110,"Chemo-Cardiomyocyte","CDH11"
"MBNL3.1",7.12960544523037e-113,-31.9848751745951,0.196,0.033,2.13888163356911e-109,"Chemo-Cardiomyocyte","MBNL3"
"TMEM88",1.97257903688092e-112,-11.5694191637295,0.271,0.014,5.91773711064275e-109,"Chemo-Cardiomyocyte","TMEM88"
"LINC01344",2.05319725127254e-112,-35.8377756956202,0.213,0.005,6.15959175381762e-109,"Chemo-Cardiomyocyte","LINC01344"
"RMI2",6.55708477607388e-112,-39.3903498091861,0.315,0.012,1.96712543282216e-108,"Chemo-Cardiomyocyte","RMI2"
"CUX2.1",1.06857405640058e-111,-37.5113472132351,0.184,0.006,3.20572216920175e-108,"Chemo-Cardiomyocyte","CUX2"
"MYH11.1",1.13850193221814e-111,-36.1874141734741,0.183,0.017,3.41550579665442e-108,"Chemo-Cardiomyocyte","MYH11"
"FLI1.1",1.58619226936675e-111,-33.0911217489084,0.272,0.026,4.75857680810024e-108,"Chemo-Cardiomyocyte","FLI1"
"AEBP1.1",4.70368215441529e-111,-27.3925131280552,0.23,0.014,1.41110464632459e-107,"Chemo-Cardiomyocyte","AEBP1"
"C4orf45.1",1.30175419967923e-110,-31.0477123173007,0.297,0.025,3.90526259903768e-107,"Chemo-Cardiomyocyte","C4orf45"
"SGIP1.1",2.6210268212457e-110,-25.8476084592867,0.098,0.21,7.8630804637371e-107,"Chemo-Cardiomyocyte","SGIP1"
"COL8A1.1",2.67974427888866e-110,-34.8498984473102,0.227,0.031,8.03923283666598e-107,"Chemo-Cardiomyocyte","COL8A1"
"LINC00326.1",2.69782852792411e-110,-36.0173758563571,0.18,0.021,8.09348558377233e-107,"Chemo-Cardiomyocyte","LINC00326"
"TSACC.1",9.24310532896926e-110,-40.5117660756172,0.246,0.01,2.77293159869078e-106,"Chemo-Cardiomyocyte","TSACC"
"NUGGC.1",7.2381256289372e-109,-33.6329025280865,0.211,0.181,2.17143768868116e-105,"Chemo-Cardiomyocyte","NUGGC"
"PRSS23.1",3.54917413891894e-108,-34.7594842844349,0.224,0.041,1.06475224167568e-104,"Chemo-Cardiomyocyte","PRSS23"
"ANXA1.1",1.40589275612417e-107,-35.204178938559,0.277,0.016,4.21767826837251e-104,"Chemo-Cardiomyocyte","ANXA1"
"TFPI",2.20289014284331e-107,-33.3515034168478,0.238,0.037,6.60867042852992e-104,"Chemo-Cardiomyocyte","TFPI"
"NGF.1",3.90786330979121e-107,-29.4374370165436,0.197,0.025,1.17235899293736e-103,"Chemo-Cardiomyocyte","NGF"
"TRERF1.1",7.89375115293181e-107,-33.892777532759,0.289,0.017,2.36812534587954e-103,"Chemo-Cardiomyocyte","TRERF1"
"ANXA2.1",4.33853586049459e-106,-7.66511521655342,0.256,0.071,1.30156075814838e-102,"Chemo-Cardiomyocyte","ANXA2"
"FAM107B.1",3.957845866456e-105,-25.5206368387192,0.211,0.015,1.1873537599368e-101,"Chemo-Cardiomyocyte","FAM107B"
"FAM122C.1",9.71161507451662e-105,-29.3123385935438,0.208,0.085,2.91348452235499e-101,"Chemo-Cardiomyocyte","FAM122C"
"SATB2.1",2.74800787762338e-104,-34.6298555170984,0.188,0.018,8.24402363287014e-101,"Chemo-Cardiomyocyte","SATB2"
"THEMIS",2.7517440389353e-104,-36.2780052901402,0.112,0.003,8.2552321168059e-101,"Chemo-Cardiomyocyte","THEMIS"
"LONRF3.1",1.55179250887054e-103,-34.3078596455134,0.173,0.02,4.65537752661163e-100,"Chemo-Cardiomyocyte","LONRF3"
"BPIFC",1.70916965171351e-103,-34.9783628917054,0.224,0.214,5.12750895514053e-100,"Chemo-Cardiomyocyte","BPIFC"
"GDNF-AS1.1",3.93042336647192e-103,-38.502979377579,0.148,0.003,1.17912700994158e-99,"Chemo-Cardiomyocyte","GDNF-AS1"
"MYL4.1",4.58927546319295e-103,-31.1538853114094,0.155,0.129,1.37678263895789e-99,"Chemo-Cardiomyocyte","MYL4"
"PLCG2.1",8.6201042183151e-103,-12.9088241075469,0.33,0.023,2.58603126549453e-99,"Chemo-Cardiomyocyte","PLCG2"
"FABP5.1",1.09486953718141e-102,-1.95593604447079,0.18,0.085,3.28460861154423e-99,"Chemo-Cardiomyocyte","FABP5"
"GRID2.1",1.53288578752239e-102,-30.9246256928193,0.203,0.029,4.59865736256718e-99,"Chemo-Cardiomyocyte","GRID2"
"AGBL2",5.93957665430526e-102,-36.8430799364424,0.115,0.002,1.78187299629158e-98,"Chemo-Cardiomyocyte","AGBL2"
"SLC16A12.1",9.48249139990004e-102,-25.1733707011009,0.212,0.065,2.84474741997001e-98,"Chemo-Cardiomyocyte","SLC16A12"
"GJA4.1",1.35486318635276e-101,-15.5586290305387,0.31,0.015,4.06458955905828e-98,"Chemo-Cardiomyocyte","GJA4"
"MYRFL.1",1.7557113812798e-101,-23.6066482637629,0.26,0.028,5.26713414383939e-98,"Chemo-Cardiomyocyte","MYRFL"
"EMP1.1",1.90347176271921e-101,-35.6017062113848,0.229,0.017,5.71041528815763e-98,"Chemo-Cardiomyocyte","EMP1"
"EIF1AY",2.67044853212557e-101,-23.8644476956624,0.286,0.149,8.0113455963767e-98,"Chemo-Cardiomyocyte","EIF1AY"
"IFI27.1",7.0217082019068e-101,-18.730463453634,0.212,0.057,2.10651246057204e-97,"Chemo-Cardiomyocyte","IFI27"
"SLC7A13",1.05171543447303e-100,-34.913165760419,0.128,0.004,3.1551463034191e-97,"Chemo-Cardiomyocyte","SLC7A13"
"AMPD3.1",1.62616877545867e-100,-36.159033994833,0.172,0.017,4.87850632637601e-97,"Chemo-Cardiomyocyte","AMPD3"
"HS6ST2.1",2.5931839564485e-100,-34.3595218060631,0.192,0.011,7.7795518693455e-97,"Chemo-Cardiomyocyte","HS6ST2"
"JAM2.1",3.01556015276495e-100,-16.316663355515,0.237,0.055,9.04668045829485e-97,"Chemo-Cardiomyocyte","JAM2"
"STXBP5-AS1",3.83638854756878e-100,-36.2681919258967,0.224,0.034,1.15091656427064e-96,"Chemo-Cardiomyocyte","STXBP5-AS1"
"LINC00861.1",7.53426685108334e-100,-35.7921453112426,0.24,0.038,2.260280055325e-96,"Chemo-Cardiomyocyte","LINC00861"
"PTGER3.1",1.69147831909653e-99,-30.5873739666502,0.127,0.05,5.07443495728958e-96,"Chemo-Cardiomyocyte","PTGER3"
"MEI4.1",1.96757931708106e-99,-21.672306711132,0.204,0.04,5.90273795124318e-96,"Chemo-Cardiomyocyte","MEI4"
"C1QB.1",3.49291601230678e-99,-17.1821363358225,0.209,0.03,1.04787480369203e-95,"Chemo-Cardiomyocyte","C1QB"
"NOSTRIN.1",1.87178987603997e-98,-34.0955800918592,0.266,0.014,5.61536962811991e-95,"Chemo-Cardiomyocyte","NOSTRIN"
"LINC01621.1",3.69593230248867e-98,-35.626960906677,0.236,0.226,1.1087796907466e-94,"Chemo-Cardiomyocyte","LINC01621"
"CDKN3",5.61119322661057e-98,-17.6992740145275,0.166,0.007,1.68335796798317e-94,"Chemo-Cardiomyocyte","CDKN3"
