"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj"
"USP40",0.0220596851633851,0.285945504517657,0.237,0.118,1
"KLHL23",0.0228162514599457,0.411270669355924,0.492,0.359,1
"WSB1",0.0233334854223696,-0.325938808682198,0.356,0.518,1
"NGF",0.0233970560780278,0.447153288858861,0.475,0.313,1
"FTH1",0.0236512348327581,0.31821177861235,0.644,0.544,1
"SRGAP1",0.0238535402617276,-0.258569471777654,0.068,0.19,1
"ITGB3",0.0238845904486896,-0.297680548640685,0.068,0.19,1
"LINC01619",0.0242765979322269,0.457900723692868,0.39,0.262,1
"PAM",0.0245540201443008,-0.412110957445948,0.288,0.462,1
"VPS13D",0.0246050401156563,-0.51909258436608,0.441,0.559,1
"IGFBP4",0.024666006548769,-0.266379610842223,0.22,0.379,1
"ACACB",0.0247622623663995,0.255201981086549,0.339,0.2,1
"UBA52",0.0249174686781079,0.328169853079724,0.356,0.215,1
"ULK4",0.0258733538969806,0.270121400922288,0.203,0.097,1
"INPP5A",0.0259476546534144,-0.312787441030893,0.169,0.313,1
"FIGN",0.026316236109841,0.496659308381889,0.475,0.303,1
"JAK2",0.0266234417254614,-0.258306310306541,0.051,0.164,1
"SPATS2L",0.0266764887116848,0.295843965583895,0.373,0.236,1
"NFAT5",0.0267548634087006,-0.383837192390399,0.339,0.482,1
